OverAllReliabilityScore,AvgSuccessRateOnSimilarTasks,AvgSubmissionQualityOnSimilarTasks,TasCompletionTime(Days),TaskTotalPrize,numberOfCurrentlyRegisteredButNotYetSubmittedTasks,numberOfRegisteredTasksInLastXDays,numberOfSubmittedTasksInLastXDays,numberOfWonTasksInLastXDays,averagePriceOfRegisteredTasksInLastXDays,AverageofCurrentlyRegisteredButNotYetSubmittedTasksForTopYCompetitiors,AverageNumberOfRegisteredTasksForTopYCompetitiorsInLastXDays,AverageNumberOfSubmittedTasksForTopYCompetitiorsInLastXDays,AverageNumberOfWonTasksForTopYCompetitiorsInLastXDays,AverageofAverageTotalPrizeForTopYCompetitiorsInLastXDays,AverageofAverageSubmissionQualityForTopYCompetitiors,AverageofAverageSucessRateForTopYCompetitiors,WinRate,PlacementInCompetitions,MinimumSubmissionQuality,AverageSubmissionQuality,MaximumSubmissionQuality,AverageSubmissionQualityInSameChallengeTypeTopYCompetitiors,PlacementInSameChallengeTypeTopYCompetitiors,KnownAndRequiredTechnologyRatioConsideringLastXMonths,NumberOfUnexploredTechnolgiesConsideringLastXMonths,WinnerOrNon-Winner
0.1,0.111111111,84.375,9.004166667,25,0,5,1,1,775,0,11,2,0,700,0,0,1,100,0,0,0,0,0,1,0,Winner
0.181818182,0.125,89.58333333,9.003472222,20,0,6,2,2,650,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0.75,0,Winner
0.222222222,0.36,97.29222222,3.999305556,750,0,129,27,25,1283.79845,0,59,15,14,1156.493598,86.86666667,0.289430014,0.875,1.4375,65,94.883125,99.38,91.83757424,3.265757576,0.16,1,Winner
0,0,0,11,2700,0,1,0,0,2550,0,71,16,12,1393.402641,52.55371429,0.206666667,0,100,0,0,0,92.58662213,6.974166667,0,0,Non-Winner
0.722222222,0.571428571,92.1875,5.001388889,750,0,23,13,6,1094.782609,0,62,17,15,913.3663763,94.98632143,0.337616769,0.461538462,3.923076923,83.75,92.35615385,100,93.97596192,4.116292335,0.333333333,0,Winner
0.5,0.25,99.38,4.999305556,800,0,19,4,2,648.6842105,0,68,19,17,1344.202101,91.04328105,0.34606861,0.333333333,3,88.75,92.29333333,99.38,93.09286141,2.140952381,0.5,0,Non-Winner
0,0,0,11,2700,0,0,0,0,0,0,71,16,12,1393.402641,52.55371429,0.206666667,0,100,0,0,0,92.58662213,6.974166667,0,2,Non-Winner
0.236842105,0.345454545,96.094,4,600,0,133,29,27,1267.744361,0,126,8,7,1079.602374,72.7381,0.165614035,0.888888889,1.388888889,65,95.10444444,99.38,90.88251111,4.801111111,0.576923077,0,Winner
0.236842105,0.345454545,96.1565,4.000694444,750,0,133,29,27,1266.616541,0,58,11,9,1052.003673,93.2322,0.160490196,0.888888889,1.388888889,65,95.17388889,99.38,94.17356667,7.115,0.576923077,0,Winner
0,0.111111111,91.25,5,2100,0,51,7,5,798.2352941,0,87,25,23,1273.961806,77.11122222,0.313296703,0,100,0,0,0,17.93081818,1.727272727,0.5,1,Non-Winner
0.4,0.5,95.735,5,2100,0,8,4,4,1500,0,87,25,23,1273.961806,77.11122222,0.313296703,1,1,87.6,92.37,96.33,17.93081818,1.727272727,0.125,0,Non-Winner
1,0.8,94.28777778,5,2100,0,44,25,20,1354.545455,0,91,23,21,1215.63336,75.879,0.178296703,1,1.727272727,78.94,89.65409091,97.11,0,0,0.375,1,Winner
0,0,0,30.00347222,75,0,19,0,0,542.6315789,0,142,5,2,669.8414688,20,0.052631579,0,100,0,0,0,100,1,0,1,Non-Winner
0,0.230769231,94.58333333,5,2100,0,60,27,24,1444.583333,0,88,23,20,1197.625784,75.81988889,0.292142857,0,100,0,0,0,17.93081818,1.727272727,0.1875,0,Non-Winner
0.106382979,0.054054054,98.33333333,4.000694444,750,0,71,7,6,477.9577465,0,74,14,12,1119.393347,91.76932381,0.179208754,0,13.6,86.25,95.25,100,92.20507669,7.687493734,0.166666667,0,Winner
0,0,0,30.00347222,75,0,3,0,0,333.3333333,0,142,5,2,669.8414688,20,0.052631579,0,100,0,0,0,100,1,0,1,Non-Winner
0.230769231,0.37037037,91.439,4.000694444,750,0,60,16,16,1503.333333,0,76,12,10,914.3182294,93.14819048,0.115945491,0.916666667,1.583333333,75,90.47,100,93.16107669,10.09082707,0.1875,0,Winner
0.5,0,0,4.999305556,800,0,3,1,1,408.3333333,0,68,19,17,1344.202101,91.04328105,0.34606861,1,2,100,100,100,93.09286141,2.140952381,0,1,Non-Winner
0,0,0,5,1200,0,0,0,0,0,0,115,27,21,1359.390978,95.86478748,0.217958063,0,100,0,0,0,92.66849262,5.554897009,0,1,Non-Winner
0.625,0.818181818,95.20888889,30.00347222,100,0,61,17,17,1490.983607,0,48,5,3,932.6767126,99.81588889,0.267701863,1,1,100,100,100,80,1,0.294117647,0,Winner
0,0.25,98.125,5,2100,0,134,30,28,1262.761194,0,73,22,19,1233.990212,75.11155556,0.288296703,0,100,0,0,0,17.93081818,1.727272727,0.107142857,0,Winner
0.151515152,0,0,4.999305556,800,0,21,2,0,1226.904762,0,68,19,17,1344.202101,91.04328105,0.34606861,0.6,2.4,81.25,91.376,97.5,93.09286141,2.140952381,0,1,Non-Winner
0.698412698,0.844444444,100,30.00347222,300,0,7,0,0,785.7142857,0,75,8,4,931.4085779,53.35,0.09,1,1,100,100,100,80,1,0,1,Winner
0,0,90,5,2100,0,67,10,4,1605.223881,0,87,25,23,1273.961806,77.11122222,0.313296703,0,100,0,0,0,17.93081818,1.727272727,0.25,0,Non-Winner
0.2,0,0,4.999305556,800,0,7,1,1,1485.714286,0,68,19,17,1344.202101,91.04328105,0.34606861,1,2,96.25,96.25,96.25,93.09286141,2.140952381,0,0,Non-Winner
0.533333333,0.476190476,97.21230769,4.708333333,650,0,41,17,12,1088.414634,0,116,30,24,1150.194106,95.66798413,0.348889173,0.625,10.4375,90,96.680625,100,93.74437784,5.421198644,0.75,0,Winner
0.88,0.901408451,98.17492063,4.708333333,650,0,50,43,39,921,0,114,25,18,1183.677032,95.47546154,0.263845578,0.863636364,1.931818182,82.5,94.76681818,100,94.1271392,7.122335007,0.743589744,0,Winner
0.277777778,0.305555556,93.665,4.708333333,650,0,61,15,13,1072.163934,0,112,31,24,1153.444246,96.37744567,0.383016157,0.9,1.6,82.5,92.377,100,94.60510284,7.188698644,0.769230769,0,Non-Winner
0,0,0,26,0,0,2,0,0,500,0,83,6,3,928.7509582,70.40115789,0.057798942,0,100,0,0,0,88.88859091,7.283333333,0,5,Non-Winner
0.309090909,0.060240964,96.05,4.708333333,650,0,148,31,13,1247.141892,0,95,27,24,1118.448654,95.90044567,0.432079076,0.25,14.95588235,56.67,94.99705882,100,94.08109108,4.517522173,0.384615385,0,Non-Winner
0.172839506,0.111111111,92.61857143,4,600,0,55,7,2,1262.727273,0,107,13,11,1103.874724,91.9569,0.234704944,0.571428571,4.428571429,81.34,91.40571429,97.5,92.6534,4.478888889,0,0,Winner
0.208791209,0.017857143,96.93181818,4.708333333,650,0,118,11,3,764.279661,0,116,30,24,1150.194106,95.66798413,0.348889173,0.210526316,6.736842105,83,94.96105263,98.75,93.74437784,5.421198644,0.666666667,0,Non-Winner
0.280487805,0.304347826,96.92307692,30.00347222,100,0,87,24,19,910.0689655,0,36,5,3,908.0088594,65,0.092995169,1,1,100,100,100,100,1,0.561403509,0,Winner
0.2,0.185185185,88.42,4.708333333,650,0,53,8,5,821.8867925,0,116,30,24,1150.194106,95.66798413,0.348889173,0.714285714,2.285714286,82.5,89.82285714,97.5,93.74437784,5.421198644,1,0,Non-Winner
0.289156627,0.25,98.57230769,30.00347222,100,0,88,25,20,900.8636364,0,83,13,11,843.4179004,76.26577778,0.097275895,1,1,100,100,100,100,1,0.43,1,Winner
0.736842105,0.625,92.75,5.000694444,750,0,24,14,7,1080.416667,0,109,22,19,1192.386835,94.27612857,0.363981938,0.5,3.785714286,83.75,92.545,100,93.606128,3.082678144,0.428571429,0,Non-Winner
1,0.5,98.75,22,0,0,3,3,1,0,0,16,2,1,724.2641115,38.4375,0.070769231,0.333333333,3,97.5,98.96,100,89.96916667,7.05,1,0,Non-Winner
0.947368421,1,96,4.000694444,300,0,32,25,22,508.65625,0,59,13,10,1002.98937,76.92258333,0.32344086,0.9,1.455555556,50,95.11111111,100,51.23949169,2.864450961,0.145454545,1,Winner
0.243902439,0.30952381,94.95866667,6.000694444,1500,0,142,32,30,1252.535211,0,93,26,22,1275.51007,95.21379841,0.292763772,0.9,1.35,65,94.7815,99.38,94.7873016,4.271110421,0,0,Winner
0.375,1,90,4.000694444,300,0,25,9,4,446,0,50,15,13,908.5206197,77.45591667,0.40344086,0.444444444,3,20,74.44444444,90,53.47383513,2.248626045,0.2,1,Non-Winner
0.185185185,0.214285714,93.44,2.999305556,1200,0,48,9,7,695.9375,0,101,17,15,1519.928432,91.9914204,0.166864744,0.6,2.2,88.75,91.752,97.5,93.27395909,7.261666667,0.428571429,0,Winner
0.65,0.285714286,98.125,5.000694444,1800,0,16,9,8,1465.625,0,61,20,15,1227.578666,91.79958333,0.298899868,0.615384615,13.69230769,71.5,95.50076923,100,92.73201818,2.342727273,0.125,0,Winner
0,0,0,6.000694444,1500,0,1,0,0,1200,0,114,28,25,1324.919551,94.67403175,0.31022409,0,100,0,0,0,94.38313101,2.552875126,0,1,Non-Winner
0.059701493,0.050847458,90.315,6.000694444,1500,0,39,3,2,1442.307692,0,114,28,25,1324.919551,94.67403175,0.31022409,0.75,1.75,85.63,87.5025,88.75,94.38313101,2.552875126,0.5,0,Non-Winner
0.574074074,0.666666667,93.15777778,6.000694444,1500,0,61,28,24,1455.327869,0,110,26,23,1234.951538,95.57397619,0.221335201,0.903225806,1.903225806,61.88,92.955,100,95.1526016,4.160465259,0.208333333,0,Winner
0.126984127,0,75,4.000694444,300,0,17,3,0,444.1176471,0,50,15,13,908.5206197,77.45591667,0.40344086,0,5,40,65,90,53.47383513,2.248626045,0,1,Non-Winner
0.438596491,0.166666667,90,4.000694444,300,0,21,8,5,478.5714286,0,50,15,13,908.5206197,77.45591667,0.40344086,0.56,2.68,40,77.6,100,53.47383513,2.248626045,0.04,1,Winner
0.2,0.125,90.315,30.00416667,50,0,51,10,8,719.7058824,0,43,4,3,803.8099068,59.66666667,0.224444444,1,1,100,100,100,80,1,0.25,0,Winner
0.096774194,0.090909091,100,30.00347222,275,0,23,4,3,598.9130435,0,211,6,3,856.1180508,66.66666667,0.244444444,1,1,100,100,100,100,1,0.333333333,0,Winner
0,0,0,4.708333333,650,0,0,0,0,0,0,116,30,24,1150.194106,95.66798413,0.348889173,0,100,0,0,0,93.74437784,5.421198644,0,1,Non-Winner
0.882352941,0.882352941,96.308125,3.166666667,750,0,50,43,39,889,0,111,27,20,1208.044588,95.36767354,0.290816633,0.866666667,1.911111111,82.5,94.88311111,100,94.04895102,7.171814585,0.358974359,0,Winner
0.517857143,0.46875,92.86842105,3.166666667,750,0,45,26,21,1371.111111,0,112,30,23,1111.622366,96.05561433,0.373537222,0.724137931,2.724137931,60,90.51241379,100,94.92309049,7.009209221,0.365079365,0,Winner
0.1,0.225,100,30.00347222,100,0,80,8,7,500.6875,0,92,6,4,891.3358058,50,0.181372549,1,1,100,100,100,100,1,0,0,Winner
0.302631579,0.16,86.095,6.000694444,1500,0,43,10,5,1843.023256,0,114,28,25,1324.919551,94.67403175,0.31022409,0.47826087,3.52173913,76,85.99565217,93.75,94.38313101,2.552875126,0,0,Non-Winner
0.297619048,0.327272727,97.5,30.00347222,100,0,89,26,21,891.8651685,0,53,8,7,622.172607,95.27249412,0.138246844,1,1,100,100,100,100,1,0.587301587,0,Winner
0.303030303,0.625,98.21428571,30.00347222,60,0,143,33,31,1254.265734,0,234,8,5,741.0825844,66.66666667,0.112910053,1,1,100,100,100,100,1,0.204301075,1,Winner
0.230769231,0.6,98.68111111,30.00347222,150,0,41,18,13,1038.414634,0,91,14,8,898.9917766,73.71680556,0.086324284,1,1,100,100,100,80,1,0.769230769,0,Winner
0.666666667,0.5,96.7975,30.00416667,200,0,63,18,18,1476.190476,0,166,7,4,895.6431897,58.82754762,0.084837093,1,1,100,100,100,60,1,0.333333333,0,Winner
0.104761905,0.183333333,99.375,30.00347222,30,0,85,9,8,478.4117647,0,239,14,11,894.3637935,99.46280702,0.328295376,1,1,100,100,100,100,1,0.1875,0,Winner
0.08,0,80,3.000694444,750,0,37,1,0,1315.135135,0,118,24,21,1067.805342,95.03880214,0.235578972,0.25,3.5,80,85.1575,93.13,93.5102098,2.761017844,0,0,Non-Winner
1,0,0,6.000694444,1500,0,1,1,0,2700,0,114,28,25,1324.919551,94.67403175,0.31022409,0,3,89.38,89.38,89.38,94.38313101,2.552875126,0,1,Non-Winner
0.253012048,0.419354839,97.45230769,4,750,0,144,34,32,1245.972222,0,69,12,10,1099.968133,95.05766667,0.313472222,0.904761905,1.333333333,65,95.00047619,99.38,94.14233333,3.828333333,0.1875,0,Winner
0,0.086956522,90,30.00347222,200,0,77,13,7,960.7142857,0,88,11,9,788.6578865,78.80828571,0.216931818,0,100,0,0,0,80,1,0.333333333,0,Winner
0,0,0,30.00347222,100,0,76,2,0,1308.210526,0,66,12,10,683.4623074,95.52249412,0.190368056,0,100,0,0,0,100,1,0,0,Non-Winner
0.7,0.846153846,96.08,30.00347222,100,0,64,19,19,1456.25,0,137,12,11,1079.879616,56.1540404,0.169153121,1,1,100,100,100,80,1,0.157894737,1,Winner
0.111111111,0.217391304,100,30.00347222,30,0,89,10,9,469.0449438,0,0,0,0,0,0,0,1,1,100,100,100,0,0,0.185185185,0,Winner
0.2,0.166666667,92.97,3.000694444,750,0,60,11,9,641.5,0,117,23,20,1100.919136,94.26205214,0.235578972,0.666666667,2.166666667,88.75,91.98166667,97.5,93.17662646,2.877684511,0.333333333,0,Winner
0.180722892,0.095238095,89.165,4,750,0,57,8,3,1242.105263,0,86,17,15,1190.295911,96.17212821,0.39734319,0.6,4.266666667,81.34,91.312,97.5,95.07967857,3.545,0.083333333,2,Winner
0.305882353,0.333333333,97.89473684,30.00347222,60,0,87,27,22,865.2413793,0,51,6,4,857.6585155,56.153,0.084583965,1,1,100,100,100,80,1,0.606060606,0,Winner
0.390909091,0.183908046,82.895,6.291666667,2250,0,128,21,17,1680.125,0,66,11,7,1049.324178,73.30061111,0.13709318,0.674418605,2.139534884,75.22,82.4972093,92.11,33.683,2.666666667,0.56302521,0,Winner
0.119266055,0.260869565,100,30.00347222,50,0,90,11,10,464.1666667,0,602,3,0,984.3913074,0,0,1,1,100,100,100,50,1,0.3,0,Winner
0,0,0,30.00347222,200,0,19,10,1,264.4736842,0,68,13,10,698.5723346,76.80828571,0.216141304,0,100,0,0,0,60,1,0,2,Non-Winner
1,1,100,7.003472222,20,0,8,4,3,1234.375,0,74,8,7,507.2297297,0,0,1,1,100,100,100,100,1,0.666666667,0,Winner
0.108108108,0.0375,84.102,6.291666667,2250,0,235,6,3,1145.608511,0,80,13,9,1226.627866,89.87961111,0.173874789,0.5,3,76.17,80.1275,84.67,50.18244186,2.490956072,0.523809524,0,Winner
0,0,0,3.000694444,750,0,0,0,0,0,0,118,24,21,1067.805342,95.03880214,0.235578972,0,100,0,0,0,93.5102098,2.761017844,0,1,Non-Winner
0.884615385,0.895522388,97.95864407,4.000694444,750,0,50,43,39,850,0,116,26,20,1156.507514,75.89994197,0.1146243,0.869565217,1.891304348,82.5,94.94,100,94.25995222,5.293816639,0.273504274,0,Winner
0,0.333333333,90,30.00347222,200,0,4,1,1,425,0,90,12,10,920.0402542,78.86834615,0.228787879,0,100,0,0,0,100,1,0.333333333,1,Winner
0.818181818,0.545454545,91.54470588,4.000694444,750,0,30,14,9,1078.333333,0,113,32,26,1194.602752,76.51233745,0.255633539,0.592592593,5,80,91.80592593,100,94.62252365,5.272077509,0.37037037,0,Winner
0.022727273,0.040540541,94.03285714,4.001388889,2100,0,281,5,5,1337.288256,0,129,29,26,1197.964411,95.2900129,0.231764652,0.666666667,5.888888889,88.75,93.75222222,99.38,91.81427646,4.394957238,0.4,0,Non-Winner
0.111111111,0.055555556,96.25,2,1050,0,26,5,4,473.4615385,0,90,10,7,1183.38935,89.57304762,0.089311369,0.5,3.5,80,88.125,96.25,91.40560556,11.70293651,0.5,0,Winner
0.3,0,65,2,1050,0,25,3,2,1097.4,0,90,10,7,1183.38935,89.57304762,0.089311369,0.666666667,2,65,80.83333333,90,91.40560556,11.70293651,0,0,Non-Winner
0.363636364,0,80,2.000694444,900,0,26,4,2,1095.576923,0,91,14,12,997.327755,92.86597619,0.174867725,0.5,2.25,65,84.375,95,94.77468312,11.16935065,0,0,Winner
0.086206897,0,91.25,2.000694444,900,0,147,10,6,1298.489796,0,71,14,12,1102.310647,91.69930952,0.174867725,0.5,3.1,81.25,94.439,98.13,93.13008312,11.26935065,0,0,Non-Winner
0.047619048,0.208333333,89.078,2,1050,0,47,6,5,1187.276596,0,90,10,7,1183.38935,89.57304762,0.089311369,1,2,92.5,92.5,92.5,91.40560556,11.70293651,0.8,0,Winner
0,0,0,2.000694444,900,0,15,0,0,1367,0,91,14,12,997.327755,92.86597619,0.174867725,0,100,0,0,0,94.77468312,11.16935065,0,0,Non-Winner
0.114285714,0.117647059,100,30.00416667,500,0,27,6,5,494.8148148,0,92,20,16,1055.122597,74.72339286,0.181378333,1,1,100,100,100,100,1,0,0,Winner
0.19047619,0.115384615,87.74333333,2.000694444,900,0,57,9,4,1223.684211,0,91,14,12,997.327755,92.86597619,0.174867725,0.625,4.125,81.34,90.995625,97.5,94.77468312,11.16935065,0.25,0,Non-Winner
0,0,0,30.00347222,100,0,22,0,0,972.7272727,0,93,15,13,1103.645109,75.3700404,0.338383891,0,100,0,0,0,100,1,0,1,Non-Winner
0.21875,0.222222222,93.33666667,2.000694444,900,0,66,12,10,651.5151515,0,87,14,11,1231.705576,91.28197619,0.13042328,0.714285714,2,88.75,93.12714286,100,93.39245455,11.48935065,0.4,0,Winner
0.242424242,0.157894737,94.376,4.001388889,2100,0,67,13,11,655.2238806,0,129,29,26,1197.964411,95.2900129,0.231764652,0.75,1.875,88.75,93.67375,100,91.81427646,4.394957238,0.121212121,0,Winner
0.303797468,0,83.75,2,1050,0,46,11,5,1840.217391,0,90,9,7,1052.801191,90.63864762,0.130978036,0.458333333,3.583333333,76,86.11041667,93.75,92.68352222,11.38626984,0.1,0,Non-Winner
0.033783784,0.086956522,100,4.001388889,2100,0,174,4,4,1417.304598,0,129,29,26,1197.964411,95.2900129,0.231764652,0.6,6.6,64.46,91.642,100,91.81427646,4.394957238,0,0,Non-Winner
0.289473684,0.233333333,94.3775,5.000694444,1500,0,63,16,13,1028.603175,0,129,28,26,1219.267968,76.98011594,0.128039011,0.818181818,1.909090909,82.5,92.61545455,100,92.93837646,4.074957238,0.256410256,1,Non-Winner
0.4,0.333333333,85,2,300,0,26,10,4,440.3846154,0,56,13,11,834.8963571,74.65457143,0.425,0.4,3,20,75,90,51.43623044,2.469141969,0.25,0,Non-Winner
0.247191011,0.333333333,95.51529412,4.000694444,750,0,151,35,33,1233.112583,0,75,13,11,994.392744,73.6456,0.104681985,0.909090909,1.318181818,65,95.05727273,99.38,93.14597222,3.633888889,0.03030303,0,Winner
0.464788732,0.5,92.5,2,300,0,76,14,8,956.9078947,0,56,13,10,879.1931566,56.15457143,0.325,0.545454545,3.303030303,50,83.93939394,100,34.64835165,2.052197802,0.09375,0,Non-Winner
0.947916667,1,97.5,2,300,0,34,26,23,493.4411765,0,64,10,7,971.8865002,55.15457143,0.225,0.901098901,1.450549451,50,95.16483516,100,32.4032634,2.978438228,0.217391304,0,Winner
0.448275862,0.25,90,2,300,0,22,9,6,470.4545455,0,67,14,10,976.4838264,56.65457143,0.375,0.576923077,2.653846154,40,78.07692308,100,35.82084582,2.376789877,0.208333333,0,Non-Winner
1,0,90,2,300,0,2,2,0,475,0,56,13,11,834.8963571,74.65457143,0.425,0,4,60,75,90,51.43623044,2.469141969,0,0,Non-Winner
0.115384615,0.153846154,97.1875,4.000694444,750,0,93,12,11,457.2580645,0,86,18,16,1149.563648,73.31115882,0.140579421,0.166666667,11.66666667,86.25,95,100,93.15742677,1.564191919,0.272727273,0,Winner
1,1,92.09666667,6,2100,0,6,5,5,1666.666667,0,82,17,14,860.447577,19.502,0.057142857,1,1.5,90.04,93.29,96.54,19.128,1,0.5,0,Non-Winner
0,0,82.5,6,2100,0,2,2,0,2100,0,82,17,14,860.447577,19.502,0.057142857,0,100,0,0,0,19.128,1,0,1,Non-Winner
0.3125,0,85.41666667,2.000694444,900,0,47,12,5,1823.404255,0,91,14,12,997.327755,92.86597619,0.174867725,0.44,3.6,76,86.216,93.75,94.77468312,11.16935065,0.1,0,Non-Winner
0.047619048,0.285714286,97.51,6,2100,0,152,36,34,1229.934211,0,109,11,8,880.8789167,0,0,1,1,95.64,95.64,95.64,18.1785,1.25,0.014705882,0,Winner
0.875,0.181818182,94.46333333,5.000694444,2100,0,120,10,8,1244.416667,0,113,10,7,1341.294146,18.43314286,0.08125,0.904761905,1.285714286,86.66,94.4647619,98.26,54.43987255,1.684640523,0.303571429,0,Winner
0,0,0,6,2100,0,646,1,0,947.3482972,0,82,17,14,860.447577,19.502,0.057142857,0,100,0,0,0,19.128,1,0,0,Non-Winner
0.566666667,0.40625,92.16571429,5.000694444,2100,0,81,6,6,1550.024691,0,121,11,8,1280.172541,18.89266667,0.036363636,0.941176471,1.470588235,82.46,92.90352941,98.62,54.75211905,1.623015873,0.738095238,0,Winner
0,0,0,2,300,0,0,0,0,0,0,56,13,11,834.8963571,74.65457143,0.425,0,100,0,0,0,51.43623044,2.469141969,0,4,Non-Winner
0,0,0,2,300,0,14,2,0,577.5,0,56,13,11,834.8963571,74.65457143,0.425,0,100,0,0,0,51.43623044,2.469141969,0,0,Non-Winner
0.25,0.166666667,92.5,5.000694444,1500,0,4,0,0,781.25,0,129,28,26,1219.267968,76.98011594,0.128039011,0.6,2,90,92.5,95,92.93837646,4.074957238,0,1,Winner
0.076923077,0.166666667,100,30.00347222,100,0,8,1,1,243.75,0,112,20,18,823.4971798,76.72373198,0.249956641,1,1,100,100,100,80,1,0,0,Winner
1,1,91.875,5.000694444,1500,0,2,2,2,312.5,0,129,28,26,1219.267968,76.98011594,0.128039011,1,2,86.25,91.875,97.5,92.93837646,4.074957238,0.333333333,2,Winner
0.055785124,0,97.5,4.001388889,2100,0,563,5,0,1020.888099,0,129,29,26,1197.964411,95.2900129,0.231764652,0,45.2962963,97.5,97.59259259,100,91.81427646,4.394957238,0,0,Non-Winner
0.150943396,0.4375,94.00714286,6,2100,0,8,2,2,2268.75,0,82,17,14,860.447577,19.502,0.057142857,1,1,85.91,94.75625,100,19.128,1,1,0,Winner
0.692307692,0.25,100,30.00347222,200,0,10,1,1,795,0,54,9,9,774.2773826,60,0.09859944,1,1,100,100,100,80,1,0,0,Winner
0.649122807,0.753968254,96.85231579,30.00347222,75,0,54,49,47,1107.87037,0,641,1,0,944.4414977,0,0,1,1,100,100,100,0,0,0.595744681,0,Winner
0.5,0.5,95,30.00347222,80,0,5,2,2,380,0,97,13,12,470.8762887,98.75,0.225352113,1,1,100,100,100,100,1,0.75,0,Winner
0.090909091,0,0,5,1500,0,48,7,6,1184.416667,0,112,27,24,1202.623671,39.751,0.106666667,1,2,92.5,93.75,95,93.13316968,5.754730122,0,1,Non-Winner
0.255555556,0.333333333,99.38,5,1500,0,153,37,35,1235.620915,0,111,26,19,1200.842345,39.625,0.068571429,0.913043478,1.304347826,65,95.21782609,99.38,93.09627113,8.450382296,0.047619048,0,Winner
0.263736264,1,98.75,4.997916667,2100,0,154,38,36,1237.337662,0,110,26,19,1189.671513,19.75,0,0.916666667,1.291666667,65,95.365,99.38,93.09627113,8.450382296,0.044444444,1,Winner
0.2,0.5,88.125,4.997916667,2100,0,30,8,7,522,0,112,28,24,1192.612514,39.5,0.2,0.75,2.5,80,92.5,97.5,93.16260446,5.75219389,0.085714286,1,Non-Winner
0.5,0.266666667,95.878,4.000694444,750,0,42,22,20,1460.738095,0,97,16,14,948.8676415,73.57305882,0.118015318,0.95,1.1,89.38,96.2825,100,92.90092677,3.677525253,0,1,Non-Winner
0.2,0,0,5,1500,0,14,1,1,1939.285714,0,112,27,24,1202.623671,39.751,0.106666667,1,2,81.25,81.25,81.25,93.13316968,5.754730122,0,2,Non-Winner
1,0,0,5,1500,0,2,1,1,1600,0,112,27,24,1202.623671,39.751,0.106666667,0.5,6,91.25,94.375,97.5,93.13316968,5.754730122,0,3,Non-Winner
0.047619048,0,0,30.00347222,200,0,36,1,1,620.2777778,0,53,9,9,749.0668563,80,0.14859944,1,1,100,100,100,100,1,0,0,Non-Winner
0.2,0,84.38,5.000694444,1800,0,5,1,0,2470,0,123,26,20,1084.36554,58.75066667,0.125,0,4,84.38,84.38,84.38,94.33638192,7.009971125,0,0,Non-Winner
1,0,99.38,26,0,0,4,4,1,0,0,83,6,3,928.7509582,70.40115789,0.057798942,0.25,3,97.5,98.595,100,88.88859091,7.283333333,0,0,Non-Winner
0.333333333,0,78.75,5.000694444,1800,0,2,1,0,2625,0,123,26,20,1084.36554,58.75066667,0.125,0,7,78.75,78.75,78.75,94.33638192,7.009971125,0,1,Winner
0.886792453,0.923076923,94.1675,3.665972222,750,0,47,41,37,820.212766,0,100,20,16,1026.282404,52.7804,0.095720721,0.872340426,1.872340426,82.5,94.86148936,100,94.78253175,5.81779158,0.101351351,1,Winner
0.15,0,87.5,3.665972222,750,0,75,11,5,1166.68,0,90,26,21,1096.947406,71.6139,0.280336105,0.333333333,2.666666667,87.5,92.5,96.25,94.96911533,4.135116808,0.2,0,Winner
0.00990099,0,0,5,1500,0,183,0,0,1365.551913,0,112,27,24,1202.623671,39.751,0.106666667,0,31,97.5,97.5,97.5,93.13316968,5.754730122,0,0,Non-Winner
0,0,0,5.000694444,1800,0,3,0,0,1866.666667,0,123,26,20,1084.36554,58.75066667,0.125,0,100,0,0,0,94.33638192,7.009971125,0,2,Non-Winner
0,0,0,5.000694444,1800,0,1,0,0,2700,0,123,26,20,1084.36554,58.75066667,0.125,0,100,0,0,0,94.33638192,7.009971125,0,1,Non-Winner
0.666666667,0,91.25,5.000694444,1800,0,6,2,0,1325,0,123,26,20,1084.36554,58.75066667,0.125,0,5,86.25,88.75,91.25,94.33638192,7.009971125,0,0,Non-Winner
0,0,0,30.00347222,100,0,18,1,0,1352.777778,0,112,20,18,823.4971798,76.72373198,0.249956641,0,100,0,0,0,80,1,0,0,Non-Winner
0.5,0.25,100,5.000694444,1800,0,44,20,15,1025.568182,0,120,24,18,990.7206533,56.37566667,0.125,0.647058824,9.941176471,90,96.80235294,100,93.47591133,5.521735831,0.033333333,0,Non-Winner
0.135135135,0.15,97.91666667,30.00416667,75,0,31,8,7,572.9032258,0,41,5,3,866.3653528,24.01083333,0.1,1,1,100,100,100,75,1,0.333333333,0,Winner
0.333333333,0,87.5,5.000694444,1800,0,15,2,1,1910,0,123,26,20,1084.36554,58.75066667,0.125,0.5,4,81.25,84.375,87.5,94.33638192,7.009971125,0,0,Non-Winner
0,0,0,5.000694444,1800,0,8,0,0,1431.25,0,123,26,20,1084.36554,58.75066667,0.125,0,100,0,0,0,94.33638192,7.009971125,0,2,Non-Winner
1,0,84.38,5.000694444,1800,0,1,1,0,2700,0,123,26,20,1084.36554,58.75066667,0.125,0,5,84.38,84.38,84.38,94.33638192,7.009971125,0,1,Non-Winner
0,0,0,5.000694444,1800,0,0,0,0,0,0,123,26,20,1084.36554,58.75066667,0.125,0,100,0,0,0,94.33638192,7.009971125,0,2,Non-Winner
